datetime	Depth_meter	Water_Temperature_celsius
2018-07-07 01:00:00	-4	12.9246
2018-07-07 01:00:00	-5	11.1955
2018-07-07 01:00:00	-6	11.2009
2018-07-07 01:00:00	-7	11.2043
2018-07-07 01:00:00	-8	11.1982
2018-07-07 01:00:00	-9	11.1733
2018-07-07 02:00:00	0	29.0616
2018-07-07 02:00:00	-1	29.0607
2018-07-07 02:00:00	-2	24.4674
2018-07-07 02:00:00	-3	18.1101
2018-07-07 02:00:00	-4	13.4578
2018-07-07 02:00:00	-5	11.2187
2018-07-07 02:00:00	-6	11.198
2018-07-07 02:00:00	-7	11.1985
2018-07-07 02:00:00	-8	11.1875
2018-07-07 02:00:00	-9	11.167
2018-07-07 03:00:00	0	28.9144
2018-07-07 03:00:00	-1	28.9121
2018-07-07 03:00:00	-2	23.7992
2018-07-07 03:00:00	-3	18.3184
2018-07-07 03:00:00	-4	13.8217
2018-07-07 03:00:00	-5	11.1979
2018-07-07 03:00:00	-6	11.2033
2018-07-07 03:00:00	-7	11.2029
2018-07-07 03:00:00	-8	11.1869
2018-07-07 03:00:00	-9	11.1648
2018-07-07 04:00:00	0	28.7948
2018-07-07 04:00:00	-1	28.7555
2018-07-07 04:00:00	-2	24.3215
2018-07-07 04:00:00	-3	18.4888
2018-07-07 04:00:00	-4	13.5558
2018-07-07 04:00:00	-5	11.2982
2018-07-07 04:00:00	-6	11.2078
2018-07-07 04:00:00	-7	11.2064
2018-07-07 04:00:00	-8	11.191
2018-07-07 04:00:00	-9	11.1828
2018-07-07 05:00:00	0	28.6614
2018-07-07 05:00:00	-1	28.6396
2018-07-07 05:00:00	-2	24.5508
2018-07-07 05:00:00	-3	18.3488
2018-07-07 05:00:00	-4	13.1411
2018-07-07 05:00:00	-5	11.2526
2018-07-07 05:00:00	-6	11.2049
2018-07-07 05:00:00	-7	11.2003
2018-07-07 05:00:00	-8	11.1911
2018-07-07 05:00:00	-9	11.1788
2018-07-07 06:00:00	0	28.4972
2018-07-07 06:00:00	-1	28.5506
2018-07-07 06:00:00	-2	24.5223
2018-07-07 06:00:00	-3	18.1001
2018-07-07 06:00:00	-4	13.2756
2018-07-07 06:00:00	-5	11.2193
2018-07-07 06:00:00	-6	11.2139
2018-07-07 06:00:00	-7	11.2038
2018-07-07 06:00:00	-8	11.1941
2018-07-07 06:00:00	-9	11.1864
2018-07-07 07:00:00	0	28.3482
2018-07-07 07:00:00	-1	28.3331
2018-07-07 07:00:00	-2	24.8122
2018-07-07 07:00:00	-3	18.1988
2018-07-07 07:00:00	-4	13.2815
2018-07-07 07:00:00	-5	11.2658
2018-07-07 07:00:00	-6	11.2054
2018-07-07 07:00:00	-7	11.2195
2018-07-07 07:00:00	-8	11.1966
2018-07-07 07:00:00	-9	11.181
2018-07-07 08:00:00	0	28.1742
2018-07-07 08:00:00	-1	28.1703
2018-07-07 08:00:00	-2	24.5725
2018-07-07 08:00:00	-3	17.8116
2018-07-07 08:00:00	-4	13.368
2018-07-07 08:00:00	-5	11.2411
2018-07-07 08:00:00	-6	11.2101
2018-07-07 08:00:00	-7	11.2064
2018-07-07 08:00:00	-8	11.1953
2018-07-07 08:00:00	-9	11.1744
2018-07-07 09:00:00	0	28.0557
2018-07-07 09:00:00	-1	28.0569
2018-07-07 09:00:00	-2	24.5457
2018-07-07 09:00:00	-3	17.9363
2018-07-07 09:00:00	-4	13.9141
2018-07-07 09:00:00	-5	11.2625
2018-07-07 09:00:00	-6	11.2111
2018-07-07 09:00:00	-7	11.2065
2018-07-07 09:00:00	-8	11.1944
2018-07-07 09:00:00	-9	11.177
2018-07-07 10:00:00	0	27.891
2018-07-07 10:00:00	-1	27.9279
2018-07-07 10:00:00	-2	24.0908
2018-07-07 10:00:00	-3	18.2322
2018-07-07 10:00:00	-4	14.0955
2018-07-07 10:00:00	-5	11.2555
2018-07-07 10:00:00	-6	11.2089
2018-07-07 10:00:00	-7	11.2078
2018-07-07 10:00:00	-8	11.201
2018-07-07 10:00:00	-9	11.1843
2018-07-07 11:00:00	0	27.7056
2018-07-07 11:00:00	-1	27.7452
2018-07-07 11:00:00	-2	24.3388
2018-07-07 11:00:00	-3	18.7163
2018-07-07 11:00:00	-4	13.7074
2018-07-07 11:00:00	-5	11.2615
2018-07-07 11:00:00	-6	11.2065
2018-07-07 11:00:00	-7	11.2027
2018-07-07 11:00:00	-8	11.1957
2018-07-07 11:00:00	-9	11.1785
2018-07-07 12:00:00	0	27.593
2018-07-07 12:00:00	-1	27.6014
2018-07-07 12:00:00	-2	24.2375
2018-07-07 12:00:00	-3	18.5697
2018-07-07 12:00:00	-4	12.9184
2018-07-07 12:00:00	-5	11.2128
2018-07-07 12:00:00	-6	11.2153
2018-07-07 12:00:00	-7	11.2133
2018-07-07 12:00:00	-8	11.2056
2018-07-07 12:00:00	-9	11.1832
2018-07-07 13:00:00	0	27.467
2018-07-07 13:00:00	-1	27.5204
2018-07-07 13:00:00	-2	24.2462
2018-07-07 13:00:00	-3	18.3251
2018-07-07 13:00:00	-4	12.9967
2018-07-07 13:00:00	-5	11.2119
2018-07-07 13:00:00	-6	11.2128
2018-07-07 13:00:00	-7	11.2083
2018-07-07 13:00:00	-8	11.2007
2018-07-07 13:00:00	-9	11.179
2018-07-07 14:00:00	0	27.449
2018-07-07 14:00:00	-1	27.4564
2018-07-07 14:00:00	-2	24.2082
2018-07-07 14:00:00	-3	18.5552
2018-07-07 14:00:00	-4	13.5783
2018-07-07 14:00:00	-5	11.2106
2018-07-07 14:00:00	-6	11.2211
2018-07-07 14:00:00	-7	11.2104
2018-07-07 14:00:00	-8	11.2059
2018-07-07 14:00:00	-9	11.1836
2018-07-07 15:00:00	0	27.4253
2018-07-07 15:00:00	-1	27.3858
2018-07-07 15:00:00	-2	24.4107
2018-07-07 15:00:00	-3	18.203
2018-07-07 15:00:00	-4	13.9321
2018-07-07 15:00:00	-5	11.2185
2018-07-07 15:00:00	-6	11.2138
2018-07-07 15:00:00	-7	11.2096
2018-07-07 15:00:00	-8	11.2052
2018-07-07 15:00:00	-9	11.1906
2018-07-07 16:00:00	0	27.4544
2018-07-07 16:00:00	-1	27.4534
2018-07-07 16:00:00	-2	24.1601
2018-07-07 16:00:00	-3	17.8975
2018-07-07 16:00:00	-4	13.4433
2018-07-07 16:00:00	-5	11.2237
2018-07-07 16:00:00	-6	11.2139
2018-07-07 16:00:00	-7	11.2113
2018-07-07 16:00:00	-8	11.2068
2018-07-07 16:00:00	-9	11.1946
2018-07-07 17:00:00	0	27.5943
2018-07-07 17:00:00	-1	27.5665
2018-07-07 17:00:00	-2	24.6894
2018-07-07 17:00:00	-3	18.2621
2018-07-07 17:00:00	-4	13.6084
2018-07-07 17:00:00	-5	11.2305
2018-07-07 17:00:00	-6	11.2359
2018-07-07 17:00:00	-7	11.2253
2018-07-07 17:00:00	-8	11.2096
2018-07-07 17:00:00	-9	11.1859
2018-07-07 18:00:00	0	27.7933
2018-07-07 18:00:00	-1	27.7074
2018-07-07 18:00:00	-2	24.5546
2018-07-07 18:00:00	-3	17.8332
2018-07-07 18:00:00	-4	13.4855
2018-07-07 18:00:00	-5	11.3041
2018-07-07 18:00:00	-6	11.2219
2018-07-07 18:00:00	-7	11.2179
2018-07-07 18:00:00	-8	11.2079
2018-07-07 18:00:00	-9	11.1859
2018-07-07 19:00:00	0	28.3989
2018-07-07 19:00:00	-1	27.8709
2018-07-07 19:00:00	-2	24.1512
2018-07-07 19:00:00	-3	18.1615
2018-07-07 19:00:00	-4	13.785
2018-07-07 19:00:00	-5	11.2755
2018-07-07 19:00:00	-6	11.2269
2018-07-07 19:00:00	-7	11.222
2018-07-07 19:00:00	-8	11.2071
2018-07-07 19:00:00	-9	11.1857
2018-07-07 20:00:00	0	28.7949
2018-07-07 20:00:00	-1	27.6595
2018-07-07 20:00:00	-2	23.8664
2018-07-07 20:00:00	-3	18.1258
2018-07-07 20:00:00	-4	13.5259
2018-07-07 20:00:00	-5	11.2288
2018-07-07 20:00:00	-6	11.2264
2018-07-07 20:00:00	-7	11.2229
2018-07-07 20:00:00	-8	11.21
2018-07-07 20:00:00	-9	11.1855
2018-07-07 21:00:00	0	28.8622
2018-07-07 21:00:00	-1	27.7652
2018-07-07 21:00:00	-2	24.0109
2018-07-07 21:00:00	-3	18.7865
2018-07-07 21:00:00	-4	13.6011
2018-07-07 21:00:00	-5	11.2045
2018-07-07 21:00:00	-6	11.223
2018-07-07 21:00:00	-7	11.228
2018-07-07 21:00:00	-8	11.2639
2018-07-07 21:00:00	-9	11.2071
2018-07-07 22:00:00	0	29.5333
2018-07-07 22:00:00	-1	28.043
2018-07-07 22:00:00	-2	23.8282
2018-07-07 22:00:00	-3	18.6896
2018-07-07 22:00:00	-4	13.203
2018-07-07 22:00:00	-5	11.2537
2018-07-07 22:00:00	-6	11.2267
2018-07-07 22:00:00	-7	11.2171
2018-07-07 22:00:00	-8	11.2324
2018-07-07 22:00:00	-9	11.2008
2018-07-07 23:00:00	0	29.3404
2018-07-07 23:00:00	-1	27.967
2018-07-07 23:00:00	-2	24.2398
2018-07-07 23:00:00	-3	18.316
2018-07-07 23:00:00	-4	13.2501
2018-07-07 23:00:00	-5	11.2479
2018-07-07 23:00:00	-6	11.2302
2018-07-07 23:00:00	-7	11.2289
2018-07-07 23:00:00	-8	11.2182
2018-07-07 23:00:00	-9	11.1984
2018-07-08 00:00:00	0	29.1301
2018-07-08 00:00:00	-1	27.954
2018-07-08 00:00:00	-2	24.5682
2018-07-08 00:00:00	-3	18.0534
2018-07-08 00:00:00	-4	13.3452
2018-07-08 00:00:00	-5	11.2225
2018-07-08 00:00:00	-6	11.2281
2018-07-08 00:00:00	-7	11.2275
2018-07-08 00:00:00	-8	11.2204
2018-07-08 00:00:00	-9	11.2018
2018-07-08 01:00:00	0	28.6676
2018-07-08 01:00:00	-1	27.731
2018-07-08 01:00:00	-2	24.8257
2018-07-08 01:00:00	-3	18.3284
2018-07-08 01:00:00	-4	13.7449
2018-07-08 01:00:00	-5	11.3129
2018-07-08 01:00:00	-6	11.2313
2018-07-08 01:00:00	-7	11.2316
2018-07-08 01:00:00	-8	11.2211
2018-07-08 01:00:00	-9	11.202
2018-07-08 02:00:00	0	28.3076
2018-07-08 02:00:00	-1	27.7376
2018-07-08 02:00:00	-2	25.0099
2018-07-08 02:00:00	-3	18.0342
2018-07-08 02:00:00	-4	13.8249
2018-07-08 02:00:00	-5	11.2558
2018-07-08 02:00:00	-6	11.2375
2018-07-08 02:00:00	-7	11.2527
2018-07-08 02:00:00	-8	11.2212
2018-07-08 02:00:00	-9	11.2061
2018-07-08 03:00:00	0	27.991
2018-07-08 03:00:00	-1	27.9579
2018-07-08 03:00:00	-2	25.3452
2018-07-08 03:00:00	-3	18.0258
2018-07-08 03:00:00	-4	13.6974
2018-07-08 03:00:00	-5	11.2611
2018-07-08 03:00:00	-6	11.2402
2018-07-08 03:00:00	-7	11.225
2018-07-08 03:00:00	-8	11.2172
2018-07-08 03:00:00	-9	11.2065
2018-07-08 04:00:00	0	27.7927
2018-07-08 04:00:00	-1	27.7668
2018-07-08 04:00:00	-2	25.01
2018-07-08 04:00:00	-3	18.2554
2018-07-08 04:00:00	-4	13.4726
2018-07-08 04:00:00	-5	11.3312
2018-07-08 04:00:00	-6	11.2332
2018-07-08 04:00:00	-7	11.2289
2018-07-08 04:00:00	-8	11.2168
2018-07-08 04:00:00	-9	11.1966
2018-07-08 05:00:00	0	27.5779
2018-07-08 05:00:00	-1	27.5584
2018-07-08 05:00:00	-2	24.8899
2018-07-08 05:00:00	-3	18.2396
2018-07-08 05:00:00	-4	13.6295
2018-07-08 05:00:00	-5	11.2018
2018-07-08 05:00:00	-6	11.2315
2018-07-08 05:00:00	-7	11.229
2018-07-08 05:00:00	-8	11.2169
2018-07-08 05:00:00	-9	11.1976
2018-07-08 06:00:00	0	27.3936
2018-07-08 06:00:00	-1	27.4037
2018-07-08 06:00:00	-2	24.6106
2018-07-08 06:00:00	-3	18.52
2018-07-08 06:00:00	-4	13.3725
2018-07-08 06:00:00	-5	11.2282
2018-07-08 06:00:00	-6	11.2309
2018-07-08 06:00:00	-7	11.2305
2018-07-08 06:00:00	-8	11.2214
2018-07-08 06:00:00	-9	11.2006
2018-07-08 07:00:00	0	27.2488
2018-07-08 07:00:00	-1	27.2257
2018-07-08 07:00:00	-2	24.4076
2018-07-08 07:00:00	-3	18.6944
2018-07-08 07:00:00	-4	13.4507
2018-07-08 07:00:00	-5	11.2747
2018-07-08 07:00:00	-6	11.2402
2018-07-08 07:00:00	-7	11.2339
2018-07-08 07:00:00	-8	11.2274
2018-07-08 07:00:00	-9	11.2048
2018-07-08 08:00:00	0	27.0477
2018-07-08 08:00:00	-1	27.0541
2018-07-08 08:00:00	-2	24.3229
2018-07-08 08:00:00	-3	18.4895
2018-07-08 08:00:00	-4	13.4205
2018-07-08 08:00:00	-5	11.2768
2018-07-08 08:00:00	-6	11.2449
2018-07-08 08:00:00	-7	11.2356
2018-07-08 08:00:00	-8	11.2246
2018-07-08 08:00:00	-9	11.2002
2018-07-08 09:00:00	0	26.9115
2018-07-08 09:00:00	-1	26.923
2018-07-08 09:00:00	-2	24.4583
2018-07-08 09:00:00	-3	18.4876
2018-07-08 09:00:00	-4	13.5737
2018-07-08 09:00:00	-5	11.259
2018-07-08 09:00:00	-6	11.2384
2018-07-08 09:00:00	-7	11.2411
2018-07-08 09:00:00	-8	11.2307
2018-07-08 09:00:00	-9	11.2075
2018-07-08 10:00:00	0	26.7234
2018-07-08 10:00:00	-1	26.7494
2018-07-08 10:00:00	-2	24.4836
2018-07-08 10:00:00	-3	18.3548
2018-07-08 10:00:00	-4	13.4208
2018-07-08 10:00:00	-5	11.2488
2018-07-08 10:00:00	-6	11.2389
2018-07-08 10:00:00	-7	11.238
2018-07-08 10:00:00	-8	11.2266
2018-07-08 10:00:00	-9	11.2078
2018-07-08 11:00:00	0	26.584
2018-07-08 11:00:00	-1	26.5815
2018-07-08 11:00:00	-2	24.5578
2018-07-08 11:00:00	-3	18.2574
2018-07-08 11:00:00	-4	13.6611
2018-07-08 11:00:00	-5	11.2395
2018-07-08 11:00:00	-6	11.2423
2018-07-08 11:00:00	-7	11.2328
2018-07-08 11:00:00	-8	11.2238
2018-07-08 11:00:00	-9	11.2056
2018-07-08 12:00:00	0	26.382
2018-07-08 12:00:00	-1	26.4106
2018-07-08 12:00:00	-2	24.5859
2018-07-08 12:00:00	-3	18.3986
2018-07-08 12:00:00	-4	13.6591
2018-07-08 12:00:00	-5	11.2229
2018-07-08 12:00:00	-6	11.2355
2018-07-08 12:00:00	-7	11.2402
2018-07-08 12:00:00	-8	11.2334
2018-07-08 12:00:00	-9	11.21
2018-07-08 13:00:00	0	26.3037
2018-07-08 13:00:00	-1	26.2898
2018-07-08 13:00:00	-2	24.528
2018-07-08 13:00:00	-3	18.0461
2018-07-08 13:00:00	-4	13.5267
2018-07-08 13:00:00	-5	11.2625
2018-07-08 13:00:00	-6	11.2495
2018-07-08 13:00:00	-7	11.2423
2018-07-08 13:00:00	-8	11.2514
2018-07-08 13:00:00	-9	11.2152
2018-07-08 14:00:00	0	26.2967
2018-07-08 14:00:00	-1	26.2946
2018-07-08 14:00:00	-2	24.3726
2018-07-08 14:00:00	-3	17.9843
2018-07-08 14:00:00	-4	13.7024
2018-07-08 14:00:00	-5	11.2269
2018-07-08 14:00:00	-6	11.2544
2018-07-08 14:00:00	-7	11.2702
2018-07-08 14:00:00	-8	11.2499
2018-07-08 14:00:00	-9	11.2143
2018-07-08 15:00:00	0	26.4608
2018-07-08 15:00:00	-1	26.4688
2018-07-08 15:00:00	-2	24.5768
2018-07-08 15:00:00	-3	18.5322
2018-07-08 15:00:00	-4	13.8994
2018-07-08 15:00:00	-5	11.2427
2018-07-08 15:00:00	-6	11.2509
2018-07-08 15:00:00	-7	11.2588
2018-07-08 15:00:00	-8	11.2388
2018-07-08 15:00:00	-9	11.2177
2018-07-08 16:00:00	0	26.7041
