swr_factor,k_min,par_id
0.740603607450612,1.99490529373915e-07,p0287
0.9949708084343,1.13954824330342e-07,p0288
0.824516685726121,2.43031880009159e-07,p0289
0.748802851629443,1.35277932201265e-07,p0290
0.940832122601569,2.63654008086278e-07,p0291
0.725209303712472,1.12180415333946e-07,p0292
0.785807657451369,2.58853512207192e-07,p0293
0.720055876486003,2.64432006281035e-07,p0294
0.921913509583101,1.07362023537462e-07,p0295
0.984183573978953,1.8506240110237e-07,p0296
0.947638274007477,2.30131149884973e-07,p0297
0.801547232596204,1.53454362794957e-07,p0298
0.966743867797777,1.29956351356106e-07,p0299
0.875853023538366,2.47167249229158e-07,p0300
0.957329353201203,1.82588798605904e-07,p0301
0.881103542260826,1.74632936690074e-07,p0302
0.7315339429304,1.2021411276179e-07,p0303
0.975458019063808,2.20767794248232e-07,p0304
0.837836667010561,2.3698553096962e-07,p0305
0.717177528282627,2.53429396148373e-07,p0306
0.809771779715084,1.68427797786135e-07,p0307
0.996543885674328,1.78013977454369e-07,p0308
0.998383545572869,2.46503708535904e-07,p0309
0.924442655406892,1.37337303585351e-07,p0310
0.723856236133724,2.24653517204039e-07,p0311
0.71390402384568,1.25677075621727e-07,p0312
0.841582086775452,1.10110888825135e-07,p0313
0.87868894408457,1.0217204369988e-07,p0314
0.859809030801989,1.94653104659048e-07,p0315
0.719635796523653,1.22538481715824e-07,p0316
0.857054862380028,2.12320883775097e-07,p0317
0.996015233872458,1.21779655462578e-07,p0318
0.974336469150148,2.46100381380572e-07,p0319
0.973293633828871,2.48671022038096e-07,p0320
0.740935185621493,1.82343960444321e-07,p0321
0.864195654075593,1.13052242693394e-07,p0322
0.919429980032146,2.65985097326475e-07,p0323
0.906326615833677,1.05283479046551e-07,p0324
0.928555455245078,2.91000993110363e-07,p0325
0.89573538065888,1.32355266748165e-07,p0326
0.851219215779565,2.86940827861301e-07,p0327
0.876918963296339,2.45717795515914e-07,p0328
0.754442698229104,2.67413109516675e-07,p0329
0.882695864140987,1.89438795384107e-07,p0330
0.851520619867369,1.6097084782635e-07,p0331
0.717781514883973,1.25094435540038e-07,p0332
0.837060977122746,1.18200338295297e-07,p0333
0.798343483475037,1.72327491530123e-07,p0334
0.899626721465029,2.62073187785635e-07,p0335
0.880335949361324,1.82232115320763e-07,p0336
0.94181572496891,1.31906406826049e-07,p0337
0.907434221403673,1.37687204498355e-07,p0338
0.761397287063301,1.19098477149715e-07,p0339
0.954017972620204,1.25762753077126e-07,p0340
0.719747300283052,2.97242684792286e-07,p0341
0.983051783475094,2.37193271049599e-07,p0342
0.730102378269657,1.48669106939536e-07,p0343
0.889323565526865,1.34551967723758e-07,p0344
0.701816775766201,1.21600071382206e-07,p0345
0.911586336838081,1.28981427152183e-07,p0346
0.99990940161515,2.13392248866437e-07,p0347
0.928059018519707,1.51443494897452e-07,p0348
0.712566743092611,1.81773512477148e-07,p0349
0.820545776979998,2.06281251959705e-07,p0350
0.979927951889113,1.83259119000179e-07,p0351
0.99611889035441,1.2360605739125e-07,p0352
0.925246200803667,2.58384464556919e-07,p0353
0.965755809401162,1.69873806684735e-07,p0354
0.880074153328314,1.04318166000706e-07,p0355
0.801625041873194,1.59288440241493e-07,p0356
0.835262670950033,1.63804079828016e-07,p0357
0.807391231413931,1.54705849544623e-07,p0358
0.768644681270234,2.67692076374189e-07,p0359
0.862570113316178,1.64859521742105e-07,p0360
0.96377477326896,1.36750079397179e-07,p0361
0.749289493542165,1.34975076893327e-07,p0362
0.723690861253999,1.01386826933315e-07,p0363
0.834492654912174,2.51778679463636e-07,p0364
0.931092048808932,2.81612771669523e-07,p0365
0.928944978211075,1.79838294645267e-07,p0366
0.847127971751615,1.44647377474449e-07,p0367
0.829460985655896,1.29456296305157e-07,p0368
0.897901801718399,1.39848395571414e-07,p0369
0.85278150823433,1.29652034070741e-07,p0370
0.740304281027056,2.39812463156768e-07,p0371
0.963720279373229,1.10437145802655e-07,p0372
0.762620431301184,2.87150608470484e-07,p0373
0.85383975172881,1.77778282781865e-07,p0374
0.875406409264542,1.09471540554536e-07,p0375
0.794825357175432,1.12098908175287e-07,p0376
0.831825718772598,1.75353071529836e-07,p0377
0.866938942717388,1.58967630927529e-07,p0378
0.846814700076357,1.19954598882285e-07,p0379
0.952611293480732,2.57051801727436e-07,p0380
0.733370819687843,1.04550393771986e-07,p0381
0.907429423532449,1.18058791063668e-07,p0382
0.728021083888598,2.05658199615909e-07,p0383
0.936285462812521,1.12067586803339e-07,p0384
0.912844152539037,1.26940339553871e-07,p0385
0.857796789542772,2.81525376055757e-07,p0386
0.878227413725108,1.11849050075248e-07,p0387
0.890974679822102,1.37334010401219e-07,p0388
0.78736810379196,2.10486972789023e-07,p0389
0.961946805985644,1.86006236135711e-07,p0390
0.729502942832187,2.72211921415329e-07,p0391
0.987831418472342,1.00778590294061e-07,p0392
0.750821158871986,1.66281644928473e-07,p0393
0.994049534667283,1.45717136230793e-07,p0394
0.878087853989564,1.81718310073823e-07,p0395
0.703584843594581,2.89123713040763e-07,p0396
0.900173718249425,2.37425610430568e-07,p0397
0.726855828985572,1.14749799087548e-07,p0398
0.78040883205831,1.24213723792547e-07,p0399
0.877438888070174,2.05981110874823e-07,p0400
0.723056847741827,1.02167390583853e-07,p0401
0.779472506279126,2.71286399367772e-07,p0402
0.948527066782117,1.18219691766543e-07,p0403
0.814779543783516,1.59471784104688e-07,p0404
0.711530930409208,1.81163898575895e-07,p0405
0.707799669005908,1.59305010296996e-07,p0406
0.746563838189468,1.14507260876336e-07,p0407
0.747163821174763,1.22333215842533e-07,p0408
0.745255637681112,1.88892724321042e-07,p0409
0.852136051328853,2.08300132085502e-07,p0410
0.770631575933657,1.98520494394611e-07,p0411
0.844494040333666,2.15899679633711e-07,p0412
0.766388881183229,2.81018792601556e-07,p0413
0.798734473064542,1.18694509567512e-07,p0414
0.926618344336748,2.12252040953436e-07,p0415
0.746476042014547,2.37290376071698e-07,p0416
0.756806515762582,1.97364459824254e-07,p0417
0.705318088736385,1.02009435075093e-07,p0418
0.850312370061874,2.52336982322628e-07,p0419
0.809924348653294,2.89293020519288e-07,p0420
0.9745312606683,1.38081767682773e-07,p0421
0.989955644542351,1.82735488096238e-07,p0422
0.983980156364851,2.0203762008832e-07,p0423
0.897315643285401,1.68123597953829e-07,p0424
0.967781904619187,1.0941160194123e-07,p0425
0.847487506363541,1.7992216697641e-07,p0426
0.743734901514836,1.00646996771006e-07,p0427
0.719750909949653,1.2841030467169e-07,p0428
0.886116649582982,1.21826708976862e-07,p0429
0.747724258061498,1.01487118932946e-07,p0430
0.971016276674345,1.31178716768703e-07,p0431
0.814483446488157,2.88354405379925e-07,p0432
0.827126436540857,1.73453601248892e-07,p0433
0.709577886480838,1.43707349302663e-07,p0434
0.819258435745724,2.66974733081816e-07,p0435
0.953542952495627,1.56282103206974e-07,p0436
0.843641792028211,2.36866083133445e-07,p0437
0.995297417114489,1.23567066234456e-07,p0438
0.995110642327927,1.17517366380532e-07,p0439
0.794825759576633,1.91679210832338e-07,p0440
0.771201857505366,2.11860979762476e-07,p0441
0.991372287250124,2.78883283314937e-07,p0442
0.771434987569228,2.10950132192952e-07,p0443
0.846391632105224,2.9681127572908e-07,p0444
0.930936046782881,1.04806904077739e-07,p0445
0.709280248102732,1.54201445634732e-07,p0446
0.797062792791985,1.2695264779719e-07,p0447
0.895656450442038,1.20407193698188e-07,p0448
0.774755206028931,1.18785521030913e-07,p0449
0.867131114052609,1.19832035646906e-07,p0450
0.767686437861994,1.57391476901226e-07,p0451
0.705769075988792,2.75550766051819e-07,p0452
0.832562083215453,1.38345684931063e-07,p0453
0.908392390212975,1.15206671195329e-07,p0454
0.980819652415812,1.5005776109122e-07,p0455
0.830773097858764,2.39403914521616e-07,p0456
0.928140421677381,1.23537275778581e-07,p0457
0.894082641950808,2.39669208200369e-07,p0458
0.870939643192105,1.16007890684914e-07,p0459
0.826991335209459,2.04524859732111e-07,p0460
0.759720455203205,1.84383739223178e-07,p0461
0.836472810874693,1.05491554324635e-07,p0462
0.80645859206561,2.98381882081548e-07,p0463
0.926764323282987,1.72761028113815e-07,p0464
0.854628290724941,2.34570385697288e-07,p0465
0.877745325560682,1.07659759817129e-07,p0466
0.840610061003827,1.70912675205381e-07,p0467
0.702509409096092,2.17667134172291e-07,p0468
0.767364376992918,1.05605288706936e-07,p0469
0.93175469902344,2.06289454570251e-07,p0470
0.848280941229314,1.5360297832505e-07,p0471
0.893367913505063,2.95825558174562e-07,p0472
0.795948515436612,2.62670362668467e-07,p0473
0.948663077969104,2.4319890994419e-07,p0474
0.742435307474807,2.60705334075909e-07,p0475
0.838408051431179,1.75568244575137e-07,p0476
0.793123657954857,1.11290303257057e-07,p0477
0.823161978577264,1.65297458514494e-07,p0478
0.901496885553934,1.45801070957164e-07,p0479
0.919894680567086,2.15422794518126e-07,p0480
0.700836588116363,1.94695079484149e-07,p0481
0.888992407009937,2.11905210780684e-07,p0482
0.945364362094551,1.75893973989934e-07,p0483
0.839222332788631,1.26645552279582e-07,p0484
0.831701692380011,1.0654993949212e-07,p0485
0.834236147371121,1.57595814991997e-07,p0486
0.962155048013665,1.02415535339834e-07,p0487
0.972593169566244,1.05096778555019e-07,p0488
0.919999517849647,1.55648878785722e-07,p0489
0.938901312369853,1.11986602814026e-07,p0490
0.796890840493143,1.36795063113479e-07,p0491
0.917661516088992,1.63700512187231e-07,p0492
0.74062018126715,1.96572309755895e-07,p0493
0.921835884917527,2.62088790913458e-07,p0494
0.757539362669922,1.66060771504266e-07,p0495
0.713762854295783,2.59139932663675e-07,p0496
0.79618179386016,2.97217936303072e-07,p0497
0.753331991285086,1.51397440460205e-07,p0498
0.833761142962612,1.31443740340648e-07,p0499
0.779818865656853,2.40165661921131e-07,p0500
