swr_factor,k_min,par_id
1.226,8.367e-06,p0096
1.913,2.219e-06,p0097
1.074,5.088e-06,p0098
1.926,4.073e-06,p0099
1.893,5.388e-06,p0100
1.233,3.117e-06,p0101
1.557,8.311e-06,p0102
1.803,5.263e-06,p0103
1.491,1.071e-06,p0104
0.7401,7.591e-06,p0105
1.529,5.114e-06,p0106
0.984,3.999e-06,p0107
0.7271,6.011e-06,p0108
1.81,3.029e-06,p0109
1.063,4.23e-06,p0110
0.9125,9.525e-06,p0111
0.6683,7.037e-06,p0112
0.8531,6.775e-06,p0113
0.9143,4.655e-06,p0114
1.386,3.058e-06,p0115
1.65,2.89e-06,p0116
1.398,1.859e-07,p0117
1.099,2.66e-06,p0118
0.7298,5.301e-06,p0119
1.307,9.492e-06,p0120
1.554,2.858e-06,p0121
1.39,3.715e-06,p0122
0.8028,8.896e-06,p0123
0.6496,6.52e-06,p0124
0.7558,6.247e-06,p0125
1.884,5.634e-06,p0126
1.119,8.905e-06,p0127
1.294,8.254e-06,p0128
0.9679,5.418e-06,p0129
1.277,6.003e-06,p0130
0.9177,4.104e-06,p0131
1.162,9.292e-06,p0132
1.015,1.254e-06,p0133
1.764,4.211e-06,p0134
0.5386,1.188e-06,p0135
1.652,8.163e-06,p0136
1.701,7.319e-07,p0137
0.5157,6.198e-06,p0138
0.5406,2.461e-06,p0139
1.757,7.206e-06,p0140
1.73,5.765e-06,p0141
0.6474,8.25e-07,p0142
0.693,9.277e-06,p0143
0.8166,5.856e-06,p0144
1.948,5.253e-06,p0145
1.463,7.929e-06,p0146
1.464,3.231e-07,p0147
0.5443,2.497e-06,p0148
1.194,4.189e-06,p0149
1.525,1.402e-06,p0150
1.085,2.702e-06,p0151
0.5864,7.28e-06,p0152
1.793,1.555e-06,p0153
0.7095,2.182e-06,p0154
0.671,2.612e-06,p0155
1.8,8.459e-07,p0156
1.159,8.789e-06,p0157
0.5749,4.875e-06,p0158
0.7466,8.107e-06,p0159
0.8814,5.827e-06,p0160
0.9415,6.256e-06,p0161
1.489,4.807e-06,p0162
1.996,3.16e-06,p0163
1.342,3.408e-06,p0164
0.5634,2.379e-06,p0165
0.9725,5.947e-06,p0166
0.7757,7.455e-06,p0167
1.656,5.067e-06,p0168
1.002,8.145e-06,p0169
0.73,9.127e-06,p0170
0.9003,1.524e-06,p0171
1.74,4.193e-06,p0172
1.348,5.52e-06,p0173
1.087,6.055e-06,p0174
1.167,9.216e-06,p0175
1.788,8.152e-06,p0176
0.6525,5.264e-06,p0177
1.245,4.261e-07,p0178
1.54,7.703e-07,p0179
1.948,8.325e-06,p0180
1.474,2.519e-06,p0181
0.8694,9.509e-06,p0182
1.535,9.025e-06,p0183
1.131,6.01e-07,p0184
1.216,3.025e-06,p0185
1.605,4.006e-06,p0186
1.808,9.233e-06,p0187
0.8979,2.713e-06,p0188
1.029,2.955e-06,p0189
0.7219,2.928e-06,p0190
0.9876,6.578e-06,p0191
1.766,7.692e-06,p0192
1.425,4.324e-06,p0193
0.7602,8.987e-06,p0194
1.689,2.292e-06,p0195
1.87,1.602e-06,p0196
1.406,7.146e-06,p0197
0.9581,9.613e-06,p0198
1.217,9.526e-06,p0199
1.26,8.625e-06,p0200
1.604,1.566e-06,p0201
1.458,7.01e-06,p0202
0.8368,7.237e-06,p0203
1.823,3.083e-06,p0204
0.6596,3.115e-06,p0205
1.658,4.575e-06,p0206
1.92,3.96e-06,p0207
1.772,7.494e-06,p0208
1.918,7.627e-06,p0209
1.743,2.198e-06,p0210
1.406,3.203e-06,p0211
0.5906,4.882e-06,p0212
1.045,6.567e-06,p0213
1.91,7.669e-06,p0214
1.427,5.626e-06,p0215
1.639,3.494e-07,p0216
0.6899,9.577e-06,p0217
1.183,8.911e-06,p0218
1.727,3.157e-07,p0219
1.389,2.507e-07,p0220
1.114,2.499e-06,p0221
1.149,7.302e-07,p0222
1.922,6.853e-06,p0223
1.714,9.797e-06,p0224
0.7672,7.098e-06,p0225
1.973,3.131e-06,p0226
0.8388,9.665e-06,p0227
0.9496,6.884e-06,p0228
1.083,6.11e-06,p0229
1.239,4.03e-06,p0230
0.6119,3.913e-06,p0231
0.6083,9.518e-07,p0232
1.458,6.942e-06,p0233
1.427,4.73e-06,p0234
1.003,3.6e-06,p0235
1.02,2.974e-06,p0236
1.809,8.478e-07,p0237
1.93,6.973e-06,p0238
1.507,3.697e-06,p0239
1.156,5.059e-06,p0240
0.5344,3.142e-06,p0241
1.394,7.184e-06,p0242
0.9487,5.17e-06,p0243
1.4,4.057e-06,p0244
1.264,2.131e-06,p0245
1.017,3.873e-07,p0246
1.684,2.43e-06,p0247
1.058,5.942e-06,p0248
1.882,2.524e-06,p0249
1.021,6.65e-06,p0250
1.254,4.517e-06,p0251
0.5755,3.357e-06,p0252
1.604,4.713e-06,p0253
0.5022,7.857e-06,p0254
1.768,7.886e-06,p0255
1.749,1.015e-06,p0256
1.412,4.661e-06,p0257
1.179,4.665e-06,p0258
1.812,6.349e-06,p0259
1.518,8.333e-06,p0260
0.8326,4.88e-06,p0261
1.966,7.635e-06,p0262
1.453,4.687e-06,p0263
0.8293,8.172e-06,p0264
0.6871,6.195e-06,p0265
1.317,3.382e-06,p0266
1.298,9.258e-06,p0267
1.09,4.07e-06,p0268
1.854,8.462e-06,p0269
0.6882,6.558e-06,p0270
1.509,3.149e-06,p0271
0.9506,1.008e-06,p0272
0.7264,9.934e-06,p0273
1.404,3.635e-06,p0274
1.189,2.503e-06,p0275
1.327,5.132e-06,p0276
0.5809,5.08e-07,p0277
1.684,6.222e-06,p0278
1.17,1.779e-06,p0279
0.5379,5.561e-06,p0280
1.303,9.78e-07,p0281
1.841,2.216e-06,p0282
0.5865,6.83e-06,p0283
1.909,8.881e-06,p0284
1.875,5.469e-06,p0285
1.38,5.293e-06,p0286
1.251,7.003e-06,p0287
1.034,6.457e-06,p0288
1.899,7.93e-07,p0289
1.984,1.292e-06,p0290
0.893,2.327e-06,p0291
0.5082,8.354e-06,p0292
0.8342,8.623e-06,p0293
1.094,8.816e-06,p0294
1.099,7.811e-06,p0295
1.244,5.525e-07,p0296
1.94,5.701e-06,p0297
1.56,6.689e-06,p0298
1.569,3.125e-06,p0299
1.461,7.79e-06,p0300
1.205,8.42e-06,p0301
0.8552,5.486e-06,p0302
1.708,8.712e-06,p0303
1.333,5.732e-06,p0304
1.612,4.844e-06,p0305
1.351,5.689e-06,p0306
1.167,2.97e-06,p0307
1.273,4.492e-06,p0308
0.8124,3.829e-06,p0309
1.967,1.381e-06,p0310
1.006,5.274e-06,p0311
1.856,6.88e-06,p0312
1.026,1.342e-06,p0313
0.503,5.254e-06,p0314
1.935,2.341e-06,p0315
0.755,2.633e-06,p0316
1.674,4.526e-06,p0317
1.849,2.888e-06,p0318
0.8958,8.013e-06,p0319
1.881,6.535e-06,p0320
1.032,7.18e-06,p0321
1.619,2.844e-06,p0322
0.9805,2.491e-06,p0323
1.288,5.259e-06,p0324
0.5335,7.643e-06,p0325
1.829,4.022e-06,p0326
1.528,7.044e-06,p0327
1.126,7.082e-06,p0328
1.843,5.592e-06,p0329
1.208,8.271e-06,p0330
1.172,2.623e-06,p0331
0.9971,2.977e-06,p0332
1.013,6.993e-06,p0333
0.8218,8.797e-06,p0334
1.94,1.276e-06,p0335
0.8703,5.881e-06,p0336
1.978,5.244e-06,p0337
1.644,1.956e-06,p0338
1.573,2.949e-06,p0339
1.911,1.932e-06,p0340
0.8347,2.684e-06,p0341
1.963,9.36e-06,p0342
1.606,9.304e-06,p0343
1.685,3.471e-06,p0344
1.08,9.048e-06,p0345
1.433,9.759e-06,p0346
1.802,1.742e-06,p0347
1.004,5.277e-06,p0348
0.9576,3.666e-06,p0349
1.906,7.281e-06,p0350
1.481,4.698e-06,p0351
0.9632,5.746e-06,p0352
0.6961,3.808e-06,p0353
0.7037,7.136e-06,p0354
0.9195,8.427e-06,p0355
1.944,3.091e-06,p0356
1.467,5.506e-06,p0357
1.409,4.967e-06,p0358
0.5462,3.908e-06,p0359
1.196,9.843e-06,p0360
1.871,7.162e-06,p0361
1.794,9.191e-06,p0362
1.73,6.076e-06,p0363
0.8634,9.421e-06,p0364
1.12,7.02e-06,p0365
1.85,9.998e-06,p0366
0.7305,5.901e-06,p0367
1.349,7.806e-06,p0368
0.5773,7.052e-06,p0369
1.148,6.708e-06,p0370
0.8451,1.053e-06,p0371
1.769,4.833e-06,p0372
1.523,7.875e-07,p0373
1.743,2.149e-06,p0374
1.091,1.201e-06,p0375
0.5324,7.49e-07,p0376
1.385,1.378e-06,p0377
0.6131,3.312e-06,p0378
1.418,4.041e-06,p0379
0.523,8.618e-06,p0380
1.202,6.684e-06,p0381
1.285,1.64e-06,p0382
0.9749,1.175e-06,p0383
1.42,6.34e-06,p0384
1.628,6.976e-06,p0385
0.7506,8.122e-06,p0386
1.225,4.787e-06,p0387
1.49,5.454e-06,p0388
1.112,5.988e-06,p0389
0.9539,6.132e-06,p0390
1.634,3.823e-06,p0391
1.243,1.241e-06,p0392
0.5715,8.349e-06,p0393
1.304,6.143e-06,p0394
1.229,7.449e-06,p0395
1.185,8.483e-06,p0396
0.681,5.276e-06,p0397
1.669,5.753e-07,p0398
1.33,9.26e-06,p0399
1.246,3.837e-06,p0400
1.194,1.298e-06,p0401
1.53,7.769e-06,p0402
1.178,1.474e-06,p0403
1.369,5.525e-06,p0404
1.64,9.773e-06,p0405
0.6457,3.045e-06,p0406
0.6381,8.546e-06,p0407
1.889,9.763e-06,p0408
0.8259,9.805e-06,p0409
1.841,2.695e-06,p0410
0.5121,2.104e-06,p0411
1.275,9.847e-06,p0412
1.575,9.313e-06,p0413
1.058,9.811e-06,p0414
0.7795,1.54e-06,p0415
0.6393,8.218e-06,p0416
0.8396,8.943e-06,p0417
1.851,1.028e-06,p0418
0.6834,7.118e-07,p0419
1.605,9.253e-06,p0420
1.655,5.746e-06,p0421
1.483,6.385e-06,p0422
1.638,9.449e-06,p0423
1.065,1.364e-06,p0424
1.795,5.933e-06,p0425
0.5095,8.064e-06,p0426
0.9388,9.409e-06,p0427
1.368,1.411e-06,p0428
1.373,5.956e-06,p0429
0.9449,6.784e-06,p0430
1.121,5.897e-06,p0431
0.5128,5.853e-06,p0432
0.6221,9.76e-06,p0433
0.6906,1.737e-06,p0434
0.7864,8.83e-06,p0435
1.59,4.299e-07,p0436
1.602,8.935e-06,p0437
1.302,7.162e-06,p0438
1.409,2.29e-06,p0439
1.779,3.59e-06,p0440
1.097,5.954e-06,p0441
1.391,3.018e-06,p0442
0.574,1.886e-06,p0443
1.904,9.924e-06,p0444
1.635,9.276e-07,p0445
0.5448,6.872e-06,p0446
1.139,9.019e-07,p0447
1.908,3.218e-06,p0448
1.811,7.606e-06,p0449
1.199,4.732e-06,p0450
0.6026,7.388e-06,p0451
1.281,8.421e-06,p0452
0.8926,5.33e-06,p0453
1.129,5.138e-06,p0454
0.5897,8.642e-06,p0455
1.392,6.894e-06,p0456
1.885,1.267e-06,p0457
1.696,2.355e-06,p0458
0.5801,9.86e-06,p0459
1.341,1.08e-06,p0460
1.047,9.671e-06,p0461
1.888,1.136e-06,p0462
1.905,9.493e-06,p0463
1.704,9.364e-06,p0464
0.9498,8.617e-06,p0465
1.133,6.201e-06,p0466
1.707,5.143e-06,p0467
1.687,9.348e-07,p0468
0.9265,7.313e-06,p0469
0.5562,2.097e-06,p0470
1.357,3.76e-06,p0471
1.718,6.711e-06,p0472
1.612,1.029e-06,p0473
0.7484,8.085e-06,p0474
0.5529,8.79e-06,p0475
0.6001,1.527e-06,p0476
1.813,4.496e-07,p0477
1.345,7.996e-06,p0478
0.7242,9.229e-06,p0479
0.5455,8.69e-06,p0480
0.7009,4.894e-06,p0481
1.295,4.896e-06,p0482
1.478,9.066e-06,p0483
1.42,8.638e-06,p0484
1.259,3.552e-06,p0485
1.942,6.215e-06,p0486
1.409,3.98e-06,p0487
1.246,9.985e-06,p0488
1.954,3.362e-06,p0489
0.8397,2.898e-06,p0490
1.767,5.492e-06,p0491
1.228,9.973e-06,p0492
1.501,8.59e-06,p0493
0.7371,9.588e-06,p0494
1.578,3.002e-06,p0495
1.59,4.973e-06,p0496
1.591,2.238e-06,p0497
0.6741,1.537e-07,p0498
1.914,3.054e-06,p0499
1.021,9.944e-06,p0500
1.619,9.623e-06,p0501
1.131,8.161e-06,p0502
1.735,3.522e-06,p0503
1.495,7.621e-06,p0504
1.323,8.992e-06,p0505
1.135,3.669e-07,p0506
0.9967,8.71e-06,p0507
1.039,2.547e-06,p0508
1.236,8.668e-06,p0509
0.9968,1.845e-06,p0510
0.5493,2.443e-06,p0511
0.813,2.18e-06,p0512
1.994,2.758e-06,p0513
1.611,6.341e-06,p0514
1.934,1.939e-06,p0515
1.827,1.068e-06,p0516
1.669,6.39e-06,p0517
0.6173,7.967e-06,p0518
0.8133,7.261e-06,p0519
1.463,3.677e-06,p0520
0.5651,3.028e-06,p0521
0.8976,3.378e-06,p0522
1.114,2.729e-06,p0523
0.9307,7.687e-06,p0524
1.642,5.712e-06,p0525
1.485,2.284e-06,p0526
1.211,4.056e-06,p0527
1.932,7.114e-06,p0528
1.88,8.382e-06,p0529
0.5105,8.736e-06,p0530
0.7136,8.466e-06,p0531
1.346,9.291e-06,p0532
1.082,8.247e-06,p0533
0.7704,1.938e-06,p0534
0.6101,7.802e-06,p0535
1.846,4.481e-06,p0536
1.234,3.174e-06,p0537
1.736,2.83e-06,p0538
0.9368,4.65e-06,p0539
0.9691,2.937e-06,p0540
0.6009,2.72e-06,p0541
0.5074,3.836e-06,p0542
1.742,4.525e-06,p0543
1.003,4.599e-06,p0544
1.48,5.914e-06,p0545
0.9367,1.801e-06,p0546
1.96,7.648e-06,p0547
1.757,9.088e-06,p0548
0.5534,7.511e-07,p0549
1.856,2.26e-06,p0550
1.397,1.415e-06,p0551
1.229,3.944e-07,p0552
1.592,9.007e-06,p0553
1.569,7.721e-06,p0554
1.747,5.127e-06,p0555
0.6866,1.456e-06,p0556
0.5899,8.727e-06,p0557
0.5147,4.036e-06,p0558
1.965,9.027e-06,p0559
1.628,8.43e-06,p0560
1.647,4.247e-06,p0561
1.358,1.472e-06,p0562
1.179,3.732e-06,p0563
1.151,2.681e-07,p0564
1.162,7.576e-06,p0565
0.8517,2.196e-06,p0566
0.6694,7.533e-06,p0567
0.5523,9.816e-06,p0568
0.7416,9.306e-06,p0569
0.6556,1.817e-06,p0570
1.725,6.627e-06,p0571
1.659,1.365e-06,p0572
0.6202,8.096e-06,p0573
1.594,5.653e-06,p0574
1.609,4.288e-06,p0575
0.9863,7.791e-06,p0576
1.916,1.734e-06,p0577
1.897,9.876e-06,p0578
0.881,6.403e-07,p0579
0.8068,1.467e-06,p0580
1.291,4.395e-06,p0581
1.214,2.591e-06,p0582
1.127,7.049e-06,p0583
1.64,9.411e-06,p0584
0.7161,7.156e-07,p0585
0.9995,5.587e-06,p0586
1.457,8.704e-06,p0587
1.601,7.258e-06,p0588
1.38,4.69e-06,p0589
1.273,4.467e-06,p0590
1.1,7.583e-06,p0591
0.9564,5.815e-06,p0592
1.062,1.328e-06,p0593
0.7207,8.432e-06,p0594
1.026,9.722e-06,p0595
1.512,5.644e-06,p0596
1.54,4.895e-07,p0597
1.848,2.069e-06,p0598
0.6204,4.429e-07,p0599
1.557,3.745e-06,p0600
1.949,9.099e-06,p0601
0.627,6.291e-06,p0602
0.6146,4.861e-06,p0603
0.9898,6.241e-06,p0604
1.211,8.846e-06,p0605
1.716,7.907e-06,p0606
1.811,7.993e-06,p0607
1.631,1.484e-06,p0608
0.5419,6.446e-06,p0609
1.436,4.783e-06,p0610
0.9149,2.06e-06,p0611
0.7001,7.999e-07,p0612
1.366,2.811e-06,p0613
0.6446,3.608e-06,p0614
1.556,3.793e-06,p0615
1.861,6.368e-06,p0616
1.062,4.886e-06,p0617
0.9746,8.49e-06,p0618
1.903,5.425e-06,p0619
0.8072,1.587e-06,p0620
1.108,3.72e-06,p0621
1.693,9.149e-06,p0622
1.973,6.163e-06,p0623
0.6132,5.932e-06,p0624
1.359,6.736e-06,p0625
0.9013,5.172e-06,p0626
0.7107,2.805e-06,p0627
1.34,4.777e-06,p0628
1.618,7.397e-06,p0629
1.066,9.05e-06,p0630
0.7213,1.46e-06,p0631
1.035,3.674e-06,p0632
1.531,5.358e-06,p0633
1.357,9.691e-06,p0634
0.9461,6.948e-06,p0635
1.613,8.098e-06,p0636
1.491,3.233e-06,p0637
1.515,5.022e-06,p0638
1.752,7.008e-06,p0639
1.838,9.192e-06,p0640
1.454,1.775e-06,p0641
1.029,7.472e-06,p0642
0.8154,8.843e-06,p0643
1.05,4.157e-06,p0644
0.6668,6.593e-06,p0645
0.7604,8.525e-06,p0646
0.5433,5.689e-06,p0647
1.084,2.194e-06,p0648
1.48,4.153e-06,p0649
1.982,7.085e-06,p0650
0.5013,6.715e-06,p0651
0.7246,8.451e-06,p0652
1.668,6.387e-06,p0653
0.9786,3.97e-06,p0654
0.5196,2.508e-06,p0655
0.6517,5.869e-06,p0656
1.213,2.668e-06,p0657
1.758,4.219e-06,p0658
1.688,2.4e-06,p0659
0.6058,7.545e-07,p0660
0.8806,6.579e-06,p0661
0.928,7.781e-06,p0662
1.809,1.827e-07,p0663
1.052,6.165e-06,p0664
1.711,8.701e-06,p0665
1.824,9.563e-06,p0666
1.078,1.186e-06,p0667
1.843,8.568e-06,p0668
1.901,8.614e-06,p0669
1.712,2.573e-06,p0670
0.6353,1.27e-06,p0671
1.238,1.222e-06,p0672
0.6992,2.615e-06,p0673
0.632,7.029e-06,p0674
1.949,7.567e-06,p0675
1.423,9.605e-06,p0676
1.263,3.895e-06,p0677
1.385,1.517e-06,p0678
1.562,2.939e-06,p0679
0.9909,7.828e-06,p0680
0.5941,4.077e-06,p0681
1.168,8.798e-06,p0682
1.176,9.34e-06,p0683
1.299,7.358e-06,p0684
1.958,7.762e-06,p0685
0.6539,9.737e-07,p0686
0.8641,2.003e-06,p0687
0.8701,3.556e-06,p0688
0.92,5.08e-06,p0689
1.244,6.314e-06,p0690
1.193,1.92e-06,p0691
0.6582,8.579e-06,p0692
0.5391,5.286e-06,p0693
1.873,5.677e-06,p0694
1.019,3.891e-07,p0695
1.189,9.654e-06,p0696
1.014,4.034e-06,p0697
1.24,8.761e-06,p0698
1.063,7.039e-07,p0699
1.78,7.382e-06,p0700
0.9027,3.282e-06,p0701
1.422,2.863e-06,p0702
0.8352,4.768e-06,p0703
1.495,1.85e-06,p0704
1.809,9.74e-06,p0705
0.5236,8.078e-06,p0706
1.829,7.427e-06,p0707
0.9116,1.223e-06,p0708
1.379,7.845e-06,p0709
1.362,1.867e-06,p0710
1.035,5.647e-06,p0711
1.069,6.915e-06,p0712
0.8717,6.479e-06,p0713
0.9133,5.223e-06,p0714
1.603,8.456e-06,p0715
0.5683,4.658e-06,p0716
1.542,2.782e-07,p0717
1.417,5.385e-06,p0718
1.731,6.298e-06,p0719
1.607,7.836e-06,p0720
0.8263,1.242e-06,p0721
1.119,9.506e-06,p0722
1.6,2.352e-06,p0723
0.9342,5.896e-06,p0724
0.9607,9.132e-06,p0725
0.5393,4.773e-07,p0726
0.6385,6.529e-06,p0727
1.896,7.443e-06,p0728
1.959,5.904e-06,p0729
1.262,2.258e-06,p0730
1.61,6.738e-06,p0731
0.9796,3.303e-06,p0732
1.962,6.113e-06,p0733
1.842,5.362e-07,p0734
1.885,2.594e-06,p0735
0.7344,8.842e-06,p0736
1.586,4.602e-06,p0737
0.8692,3.808e-06,p0738
1.874,2.099e-06,p0739
0.9143,7.24e-06,p0740
1.38,7.688e-06,p0741
1.827,6.615e-06,p0742
1.528,7.963e-06,p0743
1.957,3.706e-07,p0744
1.666,5.665e-06,p0745
1.233,9.528e-06,p0746
0.75,4.096e-06,p0747
1.58,1.099e-06,p0748
1.929,1.783e-06,p0749
1.817,5.576e-06,p0750
1.71,5.517e-06,p0751
0.5491,8.556e-06,p0752
1.746,2.876e-06,p0753
1.931,4.188e-07,p0754
1.653,2.473e-06,p0755
0.6432,2.493e-06,p0756
1.584,6.48e-07,p0757
0.9137,4.449e-06,p0758
0.9102,1.172e-06,p0759
0.7397,3.323e-06,p0760
0.858,5.464e-06,p0761
1.844,5.037e-06,p0762
1.833,3.787e-06,p0763
1.051,9.402e-06,p0764
1.217,2.226e-06,p0765
1.636,1.55e-06,p0766
1.975,5.515e-06,p0767
0.842,8.582e-07,p0768
1.5,6.031e-06,p0769
0.5353,4.56e-06,p0770
0.541,5.639e-06,p0771
1.512,6.494e-06,p0772
0.5917,5.383e-06,p0773
1.425,9.398e-06,p0774
0.8212,9.484e-06,p0775
1.485,5.147e-06,p0776
0.9658,7.27e-06,p0777
0.7907,6.018e-06,p0778
0.822,8.478e-06,p0779
1.442,4.417e-06,p0780
1.712,8.695e-06,p0781
1.849,1.544e-06,p0782
1.471,8.003e-06,p0783
1.948,1.465e-06,p0784
0.7132,7.175e-06,p0785
1.366,1.89e-06,p0786
0.6036,6.82e-06,p0787
0.7939,6.77e-07,p0788
1.78,2.652e-06,p0789
1.167,8.118e-06,p0790
0.7848,4.503e-06,p0791
0.5852,7.646e-06,p0792
1.466,9.459e-06,p0793
1.092,5.413e-07,p0794
1.2,6.833e-07,p0795
1.069,3.033e-06,p0796
1.238,2.467e-06,p0797
0.6791,6.877e-06,p0798
1.041,4.277e-06,p0799
0.7861,6.93e-06,p0800
1.54,5.12e-06,p0801
0.5721,3.75e-06,p0802
0.7365,7.489e-06,p0803
1.387,9.619e-06,p0804
0.5953,3.88e-06,p0805
1.784,3.187e-06,p0806
1.358,2.564e-06,p0807
1.086,4.93e-06,p0808
0.767,5.026e-06,p0809
0.7675,4.142e-06,p0810
1.739,1.33e-06,p0811
0.8199,4.549e-06,p0812
0.7622,2.909e-06,p0813
1.317,5.318e-06,p0814
1.295,7.725e-06,p0815
1.298,7.757e-06,p0816
1.966,2.621e-06,p0817
0.9109,3.458e-06,p0818
0.8991,1.917e-06,p0819
1.635,2.677e-06,p0820
0.6752,6.561e-06,p0821
1.934,7.086e-06,p0822
1.973,9.486e-06,p0823
0.6658,8.531e-06,p0824
0.5066,2.799e-06,p0825
0.9738,4.15e-07,p0826
1.406,3.463e-06,p0827
0.6815,7.059e-06,p0828
1.785,7.918e-06,p0829
1.815,3.668e-06,p0830
0.8122,9.139e-06,p0831
1.836,1.934e-06,p0832
1.882,9.774e-06,p0833
0.9654,1.843e-06,p0834
1.568,3.618e-06,p0835
1.217,7.429e-06,p0836
1.051,7.316e-06,p0837
1.308,9.615e-06,p0838
0.948,7.305e-06,p0839
1.291,3.917e-06,p0840
1.309,2.606e-06,p0841
1.056,2.245e-06,p0842
1.335,2.119e-06,p0843
1.049,3.674e-06,p0844
0.9224,6.285e-06,p0845
0.9458,1.048e-06,p0846
0.5926,1.883e-06,p0847
1.717,8.831e-06,p0848
1.15,8.387e-06,p0849
0.6781,7.908e-06,p0850
1.157,6.174e-06,p0851
1.007,4.802e-06,p0852
1.053,3.456e-06,p0853
0.8402,8.39e-06,p0854
1.654,3.796e-06,p0855
1.248,4.138e-06,p0856
1.568,5e-06,p0857
0.9662,5.779e-07,p0858
1.646,3.404e-07,p0859
1.984,6.048e-06,p0860
1.697,9.895e-06,p0861
1.716,3.95e-06,p0862
1.439,5.374e-06,p0863
1.397,8.08e-06,p0864
1.236,9.122e-06,p0865
1.682,7.246e-06,p0866
0.7806,1.558e-06,p0867
0.6012,3.563e-06,p0868
1.441,9.574e-06,p0869
1.411,5.334e-06,p0870
0.6504,2.672e-06,p0871
1.421,8.819e-06,p0872
0.6054,6.845e-06,p0873
1.899,5.042e-06,p0874
0.8669,3.518e-06,p0875
1.107,2.788e-06,p0876
1.101,6.551e-06,p0877
0.5264,7.935e-06,p0878
1.011,6.588e-06,p0879
1.777,3.278e-06,p0880
1.077,2.825e-06,p0881
1.551,1.262e-06,p0882
1.925,7.288e-06,p0883
1.951,9.145e-06,p0884
0.6759,4.552e-06,p0885
1.578,5.986e-06,p0886
0.9701,2.022e-06,p0887
1.812,4.31e-06,p0888
1.498,5.049e-06,p0889
1.543,7.372e-06,p0890
1.743,3.641e-06,p0891
1.468,6.564e-06,p0892
0.7665,7.265e-07,p0893
1.784,3.305e-06,p0894
1.553,3.475e-06,p0895
1.763,8.533e-06,p0896
1.358,2.187e-06,p0897
1.818,2.933e-06,p0898
1.531,8.123e-06,p0899
1.689,7.704e-06,p0900
0.8945,5.461e-06,p0901
1.969,1.5e-07,p0902
0.9403,5.795e-06,p0903
1.782,7.457e-06,p0904
1.722,9.56e-06,p0905
0.6903,5.661e-06,p0906
1.195,5.283e-06,p0907
1.888,1.246e-06,p0908
1.919,1.249e-06,p0909
1.715,4.203e-06,p0910
0.5265,2.979e-06,p0911
1.308,4.426e-06,p0912
0.6352,3.416e-06,p0913
