swr_factor,k_min,par_id
1.203,8.583e-06,p0260
1.736,4.541e-06,p0261
1.217,6.343e-06,p0262
1.348,1.495e-06,p0263
1.615,7.837e-06,p0264
1.303,6.374e-06,p0265
0.5344,8.852e-06,p0266
1.929,5.002e-06,p0267
1.02,9.982e-06,p0268
1.903,2.448e-06,p0269
0.7308,2.198e-06,p0270
1.383,4.777e-06,p0271
0.8239,8.717e-07,p0272
1.637,4.48e-07,p0273
1.108,1.997e-06,p0274
1.282,1.127e-06,p0275
0.9052,9.872e-06,p0276
1.261,5.499e-06,p0277
0.8249,4.88e-06,p0278
1.526,8.349e-06,p0279
1.714,5.945e-07,p0280
1.191,4.337e-06,p0281
1.968,2.757e-06,p0282
0.541,2.175e-07,p0283
1.557,4.219e-06,p0284
0.7708,8.861e-06,p0285
1.754,7.353e-06,p0286
1.357,5.298e-06,p0287
1.629,5.204e-06,p0288
1.843,6.62e-06,p0289
0.9031,4.119e-07,p0290
0.9464,6.748e-06,p0291
1.494,9.392e-06,p0292
1.876,5.391e-06,p0293
1.435,5.978e-06,p0294
0.6321,1.145e-06,p0295
1.474,3.978e-06,p0296
0.6228,1.339e-06,p0297
1.762,3.447e-06,p0298
1.563,2.232e-06,p0299
0.7375,6.036e-06,p0300
1.756,7.155e-06,p0301
0.6829,9.744e-06,p0302
1.325,4.13e-06,p0303
1.443,6.79e-06,p0304
1.869,6.247e-06,p0305
1.943,3.462e-06,p0306
1.838,5.521e-06,p0307
1.477,5.66e-06,p0308
0.5106,7.006e-06,p0309
1.132,7.411e-06,p0310
1.026,7.575e-07,p0311
0.6635,1.806e-06,p0312
1.59,9.294e-06,p0313
0.9969,6.45e-06,p0314
1.31,5.362e-06,p0315
1.548,2.248e-06,p0316
1.092,9.131e-06,p0317
0.517,1.907e-06,p0318
0.6924,5.916e-06,p0319
1.32,1.86e-06,p0320
1.537,7.379e-06,p0321
1.195,3.806e-06,p0322
1.783,9.791e-06,p0323
1.865,7.857e-06,p0324
1.024,4.934e-06,p0325
0.8966,3.484e-06,p0326
0.5854,5.935e-06,p0327
1.113,9.905e-06,p0328
1.401,5.63e-06,p0329
0.593,8.478e-06,p0330
0.6194,4.184e-06,p0331
1.427,9.779e-06,p0332
0.6572,2.972e-06,p0333
0.8947,5.031e-06,p0334
1.745,4.574e-06,p0335
1.905,8.106e-07,p0336
1.349,9.378e-06,p0337
1.314,3.767e-06,p0338
1.034,1.111e-07,p0339
0.8735,7.316e-08,p0340
1.71,5.229e-06,p0341
1.224,5.079e-07,p0342
1.992,2.435e-06,p0343
1.118,6.853e-06,p0344
1.068,9.757e-07,p0345
1.8,9.352e-06,p0346
1.73,5.424e-06,p0347
1.391,6.274e-06,p0348
0.8544,3.356e-06,p0349
0.5569,3.278e-06,p0350
1.15,3.588e-07,p0351
1.481,8.938e-06,p0352
1.038,9.92e-06,p0353
1.122,1.49e-08,p0354
1.386,3.201e-06,p0355
1.394,6.119e-06,p0356
0.5626,7.977e-07,p0357
1.966,3.541e-06,p0358
1.201,8.124e-06,p0359
1.065,6.152e-06,p0360
1.617,1.165e-06,p0361
1.245,7.332e-06,p0362
0.7098,9.319e-06,p0363
1.414,3.66e-06,p0364
1.75,8.799e-06,p0365
0.7248,9.948e-06,p0366
1.991,8.414e-06,p0367
1.374,4.834e-06,p0368
1.06,6.25e-07,p0369
1.582,4.631e-06,p0370
1.089,1.347e-06,p0371
0.8122,1.376e-06,p0372
0.9843,2.819e-06,p0373
1.481,3.877e-06,p0374
1.333,1.77e-06,p0375
0.857,8.638e-06,p0376
0.7114,8.094e-06,p0377
0.8041,9.109e-06,p0378
0.8508,3.099e-06,p0379
1.177,6.983e-06,p0380
1.91,8.554e-06,p0381
1.686,6.826e-06,p0382
1.533,3.902e-06,p0383
1.118,4.027e-06,p0384
1.354,7.387e-06,p0385
0.7414,2.537e-06,p0386
1.168,9.211e-06,p0387
1.42,3.718e-07,p0388
1.666,5.259e-06,p0389
1.853,5.134e-06,p0390
1.162,5.612e-06,p0391
1.501,1.19e-06,p0392
0.8901,1.466e-06,p0393
0.9264,8.701e-06,p0394
1.391,1.447e-06,p0395
1.866,1.533e-07,p0396
0.9816,7.986e-06,p0397
0.747,6.87e-06,p0398
1.954,1.241e-06,p0399
1.142,7.259e-07,p0400
1.147,3.195e-06,p0401
1.931,3.531e-06,p0402
1.044,4.587e-06,p0403
0.8888,1.826e-06,p0404
1.662,2.845e-06,p0405
1.047,5.945e-06,p0406
1.461,3.331e-06,p0407
1.785,8.255e-06,p0408
1.844,9.692e-06,p0409
0.7815,3.97e-07,p0410
1.979,9.422e-06,p0411
1.005,2.876e-06,p0412
0.5035,4.248e-06,p0413
0.9504,6.337e-06,p0414
1.521,6.475e-06,p0415
0.7642,1.794e-06,p0416
1.821,7.813e-06,p0417
0.6908,4.08e-06,p0418
0.8831,8.835e-06,p0419
1.381,4.715e-06,p0420
1.911,3.937e-06,p0421
0.783,5.333e-07,p0422
1.551,6.23e-06,p0423
0.6292,9.838e-06,p0424
0.8717,9.256e-06,p0425
1.779,9.074e-07,p0426
1.323,2.56e-07,p0427
0.5512,6.934e-07,p0428
1.165,4.11e-06,p0429
1.768,5.56e-06,p0430
1.063,5.745e-06,p0431
0.9779,7.641e-06,p0432
1.266,4.424e-06,p0433
0.7356,6.057e-06,p0434
1.698,9.559e-06,p0435
0.5492,8.604e-06,p0436
0.6493,2.091e-06,p0437
0.9303,9.008e-06,p0438
0.8638,7.269e-06,p0439
0.5148,9.575e-06,p0440
1.683,7.031e-06,p0441
1.891,6.569e-06,p0442
0.5441,7.464e-06,p0443
0.9686,2.909e-06,p0444
0.6018,8.948e-06,p0445
1.425,6.903e-06,p0446
0.7901,6.927e-06,p0447
1.803,8.004e-06,p0448
0.7177,9.517e-06,p0449
1.834,5.851e-06,p0450
1.955,4.744e-06,p0451
1.511,5.08e-06,p0452
1.942,8.669e-06,p0453
1.143,9.802e-06,p0454
1.339,8.907e-06,p0455
1.568,4.964e-06,p0456
1.805,4.882e-06,p0457
1.456,5.779e-06,p0458
1.813,1.28e-06,p0459
0.6685,3.992e-06,p0460
1.524,6.42e-07,p0461
0.958,7.74e-06,p0462
0.6844,5.359e-06,p0463
1.334,1.027e-06,p0464
1.696,7.526e-06,p0465
1.399,4.178e-06,p0466
0.7049,2.68e-06,p0467
0.8027,5.58e-06,p0468
0.9367,8.645e-06,p0469
1.405,9.893e-06,p0470
0.7595,1.016e-06,p0471
1.223,1.696e-06,p0472
1.102,2.297e-06,p0473
1.471,7.097e-06,p0474
0.7773,2.723e-06,p0475
0.8315,3.103e-07,p0476
1.422,9.222e-06,p0477
1.815,4.345e-06,p0478
0.9592,6.584e-06,p0479
1.08,9.606e-06,p0480
1.503,5.479e-06,p0481
0.7514,8.814e-06,p0482
0.6553,2.945e-06,p0483
1.939,2.39e-06,p0484
0.5008,9.675e-06,p0485
0.8756,1.873e-06,p0486
0.8847,2.319e-06,p0487
1.645,6.634e-06,p0488
0.5478,3.146e-06,p0489
0.7935,4.818e-06,p0490
1.777,5.874e-08,p0491
1.299,5.163e-06,p0492
1.446,6.668e-06,p0493
0.7615,9.415e-06,p0494
1.625,3.049e-06,p0495
1.856,1.265e-07,p0496
1.726,7.12e-06,p0497
0.5376,2.83e-06,p0498
0.7736,2.327e-06,p0499
1.51,6.511e-06,p0500
